SAMPLE_ID,식품명,식품상세분류,에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),총 식이섬유(g),칼슘(㎎),철(㎎),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍)
R0017580ZZ0AVG,"송아지 부산물, 미국산, 신장, 삶은것",육류,163,67.67,26.32,5.66,0,0,0,29,3.04,24,372,159,110,4.25,0.36,0.127,100
R0025750ZZ0AVG,"우유, 가공우유, 커피맛",우유 및 유제품류,61,85.8,2.44,1.38,9.82,6.86,0,81,0.05,9,61,125,29,0.34,0.001,0.01,3.62
R0024210ZZ0AVG,"새우, 시바새우, 조미하여 말린것",어패류 및 기타 수산물,320,17.4,28.5,2,46.7,0,0,1078,6.5,0,1028,0,0,0,0,0,0
R0024460ZZ0AVG,"성게젓, 염절임",어패류 및 기타 수산물,134,55.6,21.4,2.8,4.4,0,0,32,6.2,0,127,450,680,0,0,0,0
R0011930ZZ0AVG,"느타리버섯, 노랑느타리버섯, 생것",버섯류,16,91.5,2.5,0.1,5.3,0,0,7,2.8,0,85,275,20,0,0,0,0
R0003730ZZ0AVG,"꿀, 싸리",당류,315,14.3,0.3,0,85.4,0,0,0,0,0,0,0,0,0,0,0,0
R0015840ZZ0AVG,"돼지고기, 뒷다리(보섭살), 생것",육류,137,71.8,21.13,5.14,0,0,0,5,0.73,23,195,344,45,1.75,0.03,0.005,20.34
R0024740ZZ0AVG,"해삼, 염장",어패류 및 기타 수산물,35,67.1,4.9,0.5,2.4,0,0,75,5.5,0,40,40,6000,0,0,0,0
R0027940ZZ0AVG,"스파게티 소스, 병조림",조미료류,81,80.4,1.52,2.4,13.43,6.72,2.7,34,0.74,18,30,340,585,0.17,0.064,0.104,14.48
R0018400ZZ0AVG,"갈치젓, 염절임",어패류 및 기타 수산물,179,71.8,10.4,14.9,0,0,0,10,12.6,0,286,0,0,0,0,0,0
R0002920ZZ0AVG,"퀴노아, 쪄서 말린것",곡류 및 그 제품,364,12.5,9.56,3.26,72.66,1.47,7.7,63,3.54,143,308,645,0,2.11,0.318,2.253,5.04
R0005640ZZ0AVG,"호박씨, 말린것",견과류 및 종실류,548,6.7,35.35,48.18,5.34,0,4.9,38,8.62,503,1154,688,6,6.08,1.159,3.78,13.34
R0021890ZZ0AVG,"점줄우럭, 생것",어패류 및 기타 수산물,100,77.5,19.3,1.9,0.1,0,0,57,1,0,193,0,0,0,0,0,0
R0013130ZZ0AVG,매실청,과실류,215,46.3,0.21,0.21,53.06,45.43,0.4,3,0.13,4,6,91,1,0.03,0.003,0.052,0.11
R0003600ZZ0AVG,칡즙,감자 및 전분류,21,94.4,0.44,0,4.91,1.61,0.4,44,0.07,39,11,57,3,0.09,0.002,0.105,0.34
R0014030ZZ0AVG,"앵두, 생것",과실류,61,82.9,1.1,0.3,15.2,0,0,23,0.5,0,30,268,10,0,0,0,0
R0021650ZZ0AVG,"장어, 뱀장어, 생것",어패류 및 기타 수산물,217,67.1,14.4,17.1,0.3,0,0,157,1.6,0,193,250,65,0,0,0,0
R0003840ZZ0AVG,"사탕, 버터",당류,352,0.6,0.22,8.22,90.62,34.27,1.2,7,0.07,2,9,17,125,0,0.108,0,3.77
R0010850ZZ0AVG,"총각무, 뿌리, 생것",채소류,30,91.1,1.16,0.05,6.99,3.34,2.8,32,0.48,16,46,222,27,0.32,0.018,0.098,1.04
R0025300ZZ0AVG,"청각, 생것",해조류,8,92.1,1.4,0.4,1.6,0,0,37,2.5,0,12,0,0,0,0,0,0
R0028070ZZ0AVG,"올스파이스, 가루 ",조미료류,374,9.2,5.6,5.6,75.2,0,0,710,4.7,130,110,1300,53,1.2,0.53,0.72,0
R0020380ZZ0AVG,"복어, 밀복, 생것",어패류 및 기타 수산물,81,81,17.3,0.7,0.1,0,0,26,1,0,242,0,0,0,0,0,0
R0002850ZZ0AVG,"찹쌀떡, 경단 카스텔라",곡류 및 그 제품,237,42.3,4.1,1.8,51.1,0,0,14,0.8,0,48,38,185,0,0,0,0
R0014000ZZ0AVG,"아세로라, 감미종, 생것",과실류,36,89.9,0.7,0.1,9,0,1.9,11,0.5,10,18,130,7,0.5,0.31,0,0
R0011340ZZ0AVG,"퉁퉁마디(함초), 하우스, 생것",채소류,19,89.8,1.34,0.15,4.13,0,3.3,58,0.36,100,16,133,1573,0.16,0.035,0.196,96.35
R0004250ZZ0AVG,"동부, 생것",두류,166,58.5,9.51,1.02,29.37,0.22,10.2,27,2.5,81,242,573,2,1.36,0.191,0.588,1.21
R0015090ZZ0AVG,"고래 부산물, 꼬리, 생것",육류,284,53.1,28.4,18,0.2,0,0,7,4,0,29,0,0,0,0,0,0
R0009160ZZ0AVG,"선인장, 저단선인장, 줄기, 생것",채소류,75,79.9,0.75,0.15,17.76,0,16.3,279,0.85,60,28,267,0,2.15,0.052,5.019,1.93
R0015230ZZ0AVG,"닭고기, 날개, 튀긴것(밀가루옷)",육류,321,48.62,26.11,22.16,2.39,0,0.1,15,1.25,19,150,177,77,1.76,0.061,0.028,21.3
R0014740ZZ0AVG,"포도, 통조림",과실류,69,82.6,0.14,0.02,17.12,14.87,0.8,2,0.08,1,3,24,25,0.02,0.011,0.038,0
R0026540ZZ0AVG,"보리차, 추출",차류,0,99.9,0,0,0.07,0,0,2,0,0,0,2,1,0.04,0,0.003,0.11
R0027270ZZ0AVG,"위스키, 알코올 40%",주류,284,60.3,0.03,0,0.07,0.02,0,0,0,0,0,2,1,0,0.012,0.004,0.74
R0004020ZZ0AVG,"조청, 쌀",당류,326,10.9,0.53,0.24,87.9,49.91,0,52,0.15,16,37,127,21,0.1,0,0.145,0.27
R0009390ZZ0AVG,"순무, 잎, 염절임",채소류,29,87.9,2.3,0.2,6,0,3.6,240,2.6,32,46,290,910,0.3,0.06,0.33,0
R0030950ZZ0AVG,"팽이버섯, 갈색팽이, 데친것",버섯류,21,89.1,3.01,0.37,6.59,0.18,4.3,4,0.42,14,81,367,3,0.47,0.045,0.057,0.78
R0023200ZZ0AVG,"재첩, 생것",어패류 및 기타 수산물,93,77.5,12.5,1.9,5.8,0,0,181,21,0,213,210,390,0,0,0,0
R0029650ZZ0AVG,"피자, 치킨슈프림 피자, 냉동",조리가공품류,250,47.7,11.9,9.3,29.6,0,0,85,1.5,0,166,226,483,0,0,0,0
R0008730ZZ0AVG,"비타민채, 싹, 생것",채소류,54,87.7,3.1,3.3,5.4,0,5.4,47,1.3,0,99,85,5,0,0,0,0
R0014250ZZ0AVG,"유자, 껍질, 생것",과실류,55,84.3,1.02,0.09,14.21,5.87,7.9,35,0.16,11,10,150,3,0.39,0.004,0.065,0
R0030890ZZ0AVG,"아위버섯, 데친것",버섯류,27,86.7,3.62,0.43,8.69,0.01,6,3,0.3,16,107,263,5,1.32,0.041,0.099,4.18
R0009830ZZ0AVG,"알팔파, 싹, 생것",채소류,21,92.8,3.53,0.2,3.14,0.34,2.6,19,1.01,18,73,79,5,0.64,0.122,0.199,1.42
R0019100ZZ0AVG,"대구, 은대구, 생것",어패류 및 기타 수산물,127,77.9,13.1,7.9,0,0,0,105,2.2,0,181,268,128,0,0,0,0
R0008100ZZ0AVG,"배추, 봄 재배, 삶은것",채소류,14,95.3,1.39,0.12,2.61,0.85,1.7,52,0.34,12,44,200,8,0.24,0.004,0.227,0
R0005070ZZ0AVG,"밤, 삶은것",견과류 및 종실류,154,60.9,3.45,0.51,33.95,6.06,5.6,18,0.92,38,72,413,0,0.53,0.261,5.226,1.1
R0002070ZZ0AVG,"케이크, 쇼튼드 케이크",곡류 및 그 제품,327,35,7.1,13.8,43.6,0,0.6,32,0.7,7,110,91,79,0.5,0.06,0,11
R0029320ZZ0AVG,"우동, 중식 우동, 끓인것",조리가공품류,65,85.4,2.9,2.1,8.5,0,2.2,19,3.7,0,33,46,340,0,0,0,0
R0004870ZZ0AVG,도토리묵,견과류 및 종실류,47,88.1,0.33,0.11,11.23,0,0,15,0.23,3,3,12,76,0.23,0.014,0.235,1.89
R0001120ZZ0AVG,"밀, 튀김가루",곡류 및 그 제품,367,10.7,7.22,0.8,78.41,0,2.2,72,0.89,18,330,137,876,0.97,0.071,0.618,16.28
R0030670ZZ0AVG,"초코바, 땅콩 카라멜",당류,479,5.8,9.36,21.51,61.98,48.03,0,65,1.59,74,179,321,138,1.25,0.301,1.282,6.23
R0025180ZZ0AVG,"미역, 줄기, 염장 후 탈염, 삶은것",해조류,15,84.9,1.1,0.3,5.5,0,5.1,86,0.4,70,34,88,3100,0.1,0.02,0.04,0
R0011780ZZ0AVG,"호박, 차요테, 초록색, 생것",채소류,21,94.3,0.59,0.46,4.37,2.32,0,23,0.22,13,18,136,0,0.12,0.015,0.072,0.21
R0028880ZZ0AVG,만둣국,조리가공품류,62,86.4,3.1,2.5,6.8,0,4.6,18,3.8,0,32,73,338,0,0,0,0
R0005490ZZ0AVG,"캐슈넛, 조미한 것 ",견과류 및 종실류,576,3.2,19.8,47.6,26.7,0,6.7,38,4.8,240,490,590,220,5.4,1.89,0,27
R0030750ZZ0AVG,"마늘, 중국산, 데친것",채소류,127,66.3,6.74,1.21,24.27,2.4,4.7,13,0.83,28,145,563,14,0.58,0.13,0.29,1.73
R0008040ZZ0AVG,"방울다다기양배추, 데친것",채소류,49,83.8,5.3,0.1,9.8,0,5.2,36,1,22,75,480,5,0.5,0.07,0.25,0
R0004530ZZ0AVG,"콩(대두), 서리태, 말린것",두류,413,10.3,38.68,15.86,30.45,7.02,20.8,199,6.19,225,653,1848,1,4.1,1.005,2.499,5.65
R0024660ZZ0AVG,"오징어채 볶음, 볶은것",어패류 및 기타 수산물,278,32.3,18.6,4.2,41.4,0,1.5,27,8.6,0,191,199,1161,0,0,0,0
R0001190ZZ0AVG,"과자, 비스킷, 하드",곡류 및 그 제품,534,0.7,6.68,28.58,62.63,9.21,2.1,42,6.99,18,92,111,481,0.22,0.05,0.582,26.01
R0029310ZZ0AVG,"우동, 일식 우동, 끓인것",조리가공품류,60,85.4,1.9,1.1,10.6,0,2.9,11,4.7,0,16,24,341,0,0,0,0
R0002830ZZ0AVG,"찹쌀 국수, 흑미찰국수",곡류 및 그 제품,334,11.8,8.1,0.3,74.6,0,0,34,27,0,119,182,1975,0,0,0,0
R0029700ZZ0AVG,"호박죽, 끓인것",조리가공품류,74,82.2,1.2,1.1,14.9,0,2.1,7,1.7,0,20,139,155,0,0,0,0
R0027740ZZ0AVG,"뽕잎, 가루 ",조미료류,275,9.1,24.2,2.7,54.2,0,0,1050,0,0,430,5380,60,0,0,0,0
R0027560ZZ0AVG,돈까스 소스,조미료류,133,62.1,0.6,0.02,32.54,22.31,0,12,0.21,8,14,161,1713,0.07,0.012,0.11,8.07
R0015720ZZ0AVG,"돼지고기, 사태, 삶은것",육류,201,60.8,29.14,8.46,0,0,0,14,1.21,23,178,244,54,4.25,0.083,0.004,27.79
R0012220ZZ0AVG,"애느타리버섯, 생것",버섯류,16,91.4,4.2,0.1,3.5,0,0,3,1,0,84,262,7,0,0,0,0
R0003850ZZ0AVG,"사탕, 땅콩",당류,354,0.6,0.23,7.14,91.2,37.08,2.6,7,0.21,23,50,84,271,0.25,0.057,0.377,4.64
R0028360ZZ0AVG,"파프리카, 가루 ",조미료류,389,10,15.5,11.6,55.6,0,0,170,21.1,220,320,2700,60,10.3,1.08,1,10
R0013760ZZ0AVG,"사과, 홍옥, 생것",과실류,56,84.4,0.21,0.04,15.17,10.74,1.3,3,0.12,4,9,115,0,0.24,0.027,0.04,0
R0008230ZZ0AVG,"배추, 노랑봄배추(하우스), 데친것",채소류,15,95.3,1,0,3.4,0,0,75,1.2,0,32,85,12,0,0,0,0
R0026150ZZ0AVG,아몬드유,유지류,884,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
R0001150ZZ0AVG,"밀, 호라산, 말린것",곡류 및 그 제품,334,11.6,13.74,1.91,71.16,5.29,11.9,24,3.32,142,376,417,3,4.74,0.528,2.742,163.55
R0013350ZZ0AVG,"배, 백운배, 생것",과실류,39,88.9,0.3,0.1,10.4,0,3.3,4,0.4,0,11,169,1,0,0,0,0
R0017530ZZ0AVG,"송아지 부산물, 미국산, 간, 생것",육류,140,70.89,19.93,4.85,2.91,0,0,5,6.4,20,379,308,77,12.02,11.865,0.255,22.7
R0007900ZZ0AVG,"미니파프리카, 빨간색, 생것",채소류,41,89,1.07,0.94,8.49,7.45,0,10,0.38,10,25,256,2,0.37,0.097,0.168,1.24
R0031720ZZ0AVG,"꽃송이버섯, 말린것",버섯류,182,8.6,15.18,4.14,66.49,0.45,12.3,19,1.91,63,528,2301,12,2.76,0.577,0.926,12.98
R0022860ZZ0AVG,"다슬기, 염주알다슬기, 생것",어패류 및 기타 수산물,110,71.3,12.7,1.4,11.2,0,0,1098,11.2,0,69,0,0,0,0,0,0
R0003090ZZ0AVG,"감자, 보라밸리, 생것",감자 및 전분류,60,83.7,1.45,0.02,13.79,0,2.1,7,0.41,16,63,390,2,0.24,0.092,0.133,1.04
R0031570ZZ0AVG,"조, 차조, 경관1호, 도정, 생것",곡류 및 그 제품,376,10.4,10.74,3.82,73.5,0.75,5.5,18,2.9,128,309,316,4,3.03,0.439,1.022,2.75
R0018100ZZ0AVG,"오리알, 생것",난류,171,72.4,13.11,11.32,2.03,0,0,56,2.54,12,207,120,136,1.39,0.089,0.019,33.98
R0025770ZZ0AVG,"우유, 강화우유, 고칼슘",우유 및 유제품류,63,86.8,2.98,2.77,6.53,3.85,0,205,1.19,10,88,144,37,0.33,0.002,0.007,4.22
R0021730ZZ0AVG,"장어 부산물, 붕장어, 뼈, 튀긴것",어패류 및 기타 수산물,556,4.5,14.8,41.3,31.2,0,0,2372,164,0,0,0,0,0,0,0,0
R0029460ZZ0AVG,추어탕,조리가공품류,49,90,3.5,2.6,2.9,0,1.3,86,7.7,0,65,89,292,0,0,0,0
R0031620ZZ0AVG,"팥, 녹색, 연두채, 말린것",두류,341,12.8,22.58,1,59.54,0.28,18.4,71,4.92,136,489,1258,1,2.53,0.597,1.106,1.44
R0027950ZZ0AVG,"식초, 감식초",조미료류,10,97.1,1.62,0,0.9,0,0,7,0.6,11,17,276,2,0.17,0,0.489,0.68
R0000360ZZ0AVG,"멥쌀, 추청벼, 백미, 생것",곡류 및 그 제품,373,10.8,6.7,0.6,81.4,0,5.7,8,0.4,0,131,107,3,0,0,0,0
R0018840ZZ0AVG,"누치, 생것",어패류 및 기타 수산물,104,77.8,17.3,3,0.8,0,0,29,1,0,217,0,0,0,0,0,0
R0026050ZZ0AVG,"땅콩 버터, 크림",유지류,598,1.23,22.21,51.36,22.31,10.49,5,49,1.74,168,335,558,426,2.51,0.422,1.665,4.1
R0015620ZZ0AVG,"돼지고기, 뒷다리, 생것",육류,121,73.4,21.3,3.34,0,0,0,3,0.74,25,216,374,57,2.09,0.043,0,19
R0010360ZZ0AVG,"우엉, 생것",채소류,69,81,2.61,0.06,15.29,2.87,4.6,46,0.8,43,87,406,6,0.47,0.252,0.305,0.45
R0003620ZZ0AVG,"토란, 삶은것",감자 및 전분류,73,80.3,2.17,0.18,16.28,0.46,3,18,0.77,19,55,489,2,0.43,0.117,0.775,0.68
R0022640ZZ0AVG,"고둥, 보말고둥, 삶은것",어패류 및 기타 수산물,105,74.5,18.4,0.7,5.3,0,0,90,1.4,0,105,250,446,0,0,0,0
R0005120ZZ0AVG,"밤, 대보, 생것",견과류 및 종실류,146,62.9,2.9,0.1,33.3,0,3.8,14,1.1,0,62,413,1,0,0,0,0
R0013300ZZ0AVG,"바나나, 생것",과실류,84,76.1,1.1,0.1,21.94,14.63,1.9,7,0.29,28,26,346,0,0.19,0.085,0.133,0.27
R0012810ZZ0AVG,"귤 주스, 무가당, 캔",과실류,47,87,0.6,0.2,12,0,0,11,0.2,0,8,34,12,0,0,0,0
R0025240ZZ0AVG,"석묵, 말린것",해조류,38,15.3,9.6,0.2,9.1,0,0,215,7.6,0,93,0,0,0,0,0,0
R0028330ZZ0AVG,토마토 소스,조미료류,44,87.1,2,0.2,8.5,0,1.1,18,0.9,20,42,340,240,0.2,0.16,0,0
R0008910ZZ0AVG,"삽주나물, 생것",채소류,52,84.1,5.3,1.3,7.9,0,0,108,4.4,0,86,0,0,0,0,0,0
R0020800ZZ0AVG,"상어, 별상어, 생것",어패류 및 기타 수산물,104,73.7,23.5,0.3,0.3,0,0,27,0.6,0,245,0,0,0,0,0,0
R0015990ZZ0AVG,"돼지 부산물, 간, 생것",육류,125,73.4,18.7,3.9,2.6,0,0,16,18.2,0,327,299,75,0,0,0,0
R0004980ZZ0AVG,"땅콩, 중립종, 말린것",견과류 및 종실류,549,5.3,20.3,43,29.1,0,0,24,2.8,0,344,808,2,0,0,0,0
R0031490ZZ0AVG,"기장, 찰기장, 한라찰, 도정, 생것",곡류 및 그 제품,373,11.3,12.8,4.35,69.78,0.61,4.7,26,5.46,192,436,328,7,3.24,0.776,1.156,1.25
R0013250ZZ0AVG,"무화과, 수입산, 말린것",과실류,319,11.9,4.75,3.01,77.22,58.92,20.8,458,2.02,115,76,925,14,0.7,0.292,0.579,3.61
R0029540ZZ0AVG,콩나물해장국,조리가공품류,32,92.7,3.4,1.3,1.7,0,2,27,5.3,0,33,60,279,0,0,0,0
R0015210ZZ0AVG,"닭고기, 날개, 구운것(오븐)",육류,240,59.5,26.36,14.08,0,0,0,32,0.78,23,200,246,97,1.78,0.029,0.018,17.13
R0014060ZZ0AVG,"오디, 재래종, 생것",과실류,54,84.2,2.6,0.3,12,0,0,45,2.3,0,45,284,16,0,0,0,0
R0024470ZZ0AVG,"성게젓, 보라성게알젓, 염절임",어패류 및 기타 수산물,147,61.2,18.3,4.5,7.3,0,0,44,1.8,0,336,0,0,0,0,0,0
R0016610ZZ0AVG,"소고기, 한우(1++등급), 설도(보섭살), 생것",육류,204,66,19.7,13.3,0,0,0,57,0,0,186,281,82,0,0,0,0
R0027880ZZ0AVG,"소금, 천일염, 가는소금",조미료류,24,1.6,0.06,0,5.95,0,2,142,0.65,1150,0,491,33417,0,0,0.401,49.99
R0006240ZZ0AVG,"고추, 시레나, 초록색, 생것",채소류,23,92.9,1.1,0.1,5.4,0,0,4,0.5,0,23,199,3,0,0,0,0
R0029630ZZ0AVG,"팥죽, 레토르트",조리가공품류,117,70.6,3.9,0.4,24.4,0,0,11,0.8,0,52,109,132,0,0,0,0
R0006380ZZ0AVG,"곰취, 생것",채소류,32,89.2,3.04,0.49,5.77,1.1,4.1,135,1.6,37,38,529,2,0.29,0.099,0.446,0.81
R0028660ZZ0AVG,도가니탕,조리가공품류,72,84.5,12.6,2.1,0.6,0,0.3,9,1.3,0,14,23,75,0,0,0,0
R0005620ZZ0AVG,"호두, 말린것",견과류 및 종실류,688,2.9,15.47,71.99,7.92,0,6.7,81,2.49,129,355,353,3,2.92,1.166,2.783,4.65
R0015240ZZ0AVG,"닭고기, 넓적다리(껍질 제거), 생것",육류,186,69.6,18.59,11.83,0,0,0,9,0.54,21,176,251,62,1.36,0.032,0.018,10.61
R0010320ZZ0AVG,"오크라, 생것",채소류,30,90.2,2.1,0.2,6.6,1.9,5,92,0.5,51,58,260,4,0.6,0.13,0.48,0
R0000290ZZ0AVG,"멥쌀, 수라벼, 백미, 생것",곡류 및 그 제품,346,17.2,5.7,0.1,76.7,0,0,6,0.8,0,74,160,17,0,0,0,0
R0011470ZZ0AVG,"파프리카, 주황색, 데친것",채소류,27,91.8,1.06,0.12,6.45,5.38,1.6,8,0.63,11,25,262,0,0.24,0.068,0.182,0.32
R0023520ZZ0AVG,"홍합, 생것",어패류 및 기타 수산물,82,79.7,13.8,1.2,3.1,0,0,43,6.1,0,249,0,0,0,0,0,0
R0030290ZZ0AVG,"소고기, 한우(1+등급), 설도(설깃머리살), 생것",육류,207,66.4,19.2,13.81,0,0,0,3,2.75,18,170,290,42,4.84,0.06,0.014,19.18
R0015750ZZ0AVG,"돼지고기, 삼겹살(삼겹살), 생것",육류,379,50.3,13.27,35.7,0,0,0,6,0.42,14,143,231,55,1.7,0.026,0,14.06
R0021630ZZ0AVG,"장어, 갯장어, 생것",어패류 및 기타 수산물,167,70.5,17.9,9.9,0.4,0,0,81,2.1,0,214,0,0,0,0,0,0
R0004620ZZ0AVG,콩조림(콩자반),두류,271,32.8,19.3,4.2,39.1,0,16.8,95,28.2,0,296,761,1067,0,0,0,0
R0016970ZZ0AVG,"소고기, 한우(1등급), 등심(꽃등심살), 생것",육류,326,52.8,17.76,27.73,0,0,0,5,2.09,15,144,245,42,4.55,0.034,0.01,23.78
R0018560ZZ0AVG,"까나리, 생것",어패류 및 기타 수산물,113,76.4,16,4.8,0.3,0,0,338,13.3,0,361,310,120,0,0,0,0
R0007660ZZ0AVG,"무순, 싹, 생것",채소류,20,94.8,1.89,1.01,1.82,0.67,1.7,36,0.3,26,52,55,15,0.27,0.01,0.186,1.67
R0013220ZZ0AVG,"멜론, 화이트, 생것",과실류,38,89.1,0.7,0.1,9.6,0,0,3,0.5,0,21,290,10,0,0,0,0
R0020370ZZ0AVG,"복어, 매리복, 생것",어패류 및 기타 수산물,89,77.9,19.8,0.3,0.4,0,0,7,0.4,0,254,0,0,0,0,0,0
R0012250ZZ0AVG,"양송이버섯, 데친것",버섯류,15,92.1,3.15,0.26,3.62,0.89,2.4,2,1.12,11,111,351,5,0.69,0.33,0.076,11.85
R0008250ZZ0AVG,"배추, 봄동, 생것",채소류,23,92.2,2.02,0.17,4.78,2.45,2.7,101,0.87,13,55,200,50,0.34,0.02,0.143,3.08
R0025010ZZ0AVG,"다시마, 염장",해조류,16,64.1,1.2,0.3,6,0,0,145,1.4,0,27,468,10854,0,0,0,0
R0013490ZZ0AVG,"복숭아, 미숙, 생것",과실류,48,87,1.8,0.7,10,0,0,8,0.6,0,42,217,3,0,0,0,0
R0030630ZZ0AVG,"옥수수, 메옥수수, 황다옥, 말린것",곡류 및 그 제품,358,10.4,10.32,3.65,74.27,1.64,6.2,9,3.13,109,353,375,2,3.99,0.36,1.208,0.61
R0030830ZZ0AVG,"동충하초, 누에동충하초, 생것",버섯류,27,86.3,5.56,0.38,7.07,0.33,0,2,0.12,20,168,230,23,1.74,0.287,0.078,4.77
R0004790ZZ0AVG,팥 페이스트,두류,155,62,9.8,0.6,27.1,0,6.8,25,2.8,30,85,60,3,1.1,0.23,0,0
R0016410ZZ0AVG,"메추리고기, 생것",육류,208,65.4,20.5,12.9,0.1,0,0,15,2.9,27,100,280,35,0.8,0.11,0.02,0
R0031870ZZ0AVG,"조개젓, 염절임",어패류 및 기타 수산물,71,69.3,10.83,0.63,5.45,0.25,0,44,12.38,80,127,174,3797,0.12,0.083,0.355,81.74
R0013170ZZ0AVG,"머루, 개량종, 껍질, 씨 포함, 생것",과실류,83,78.5,1.6,1.83,17.27,10.92,2,51,0.65,22,58,299,1,0.16,0.146,0.267,0.18
R0029250ZZ0AVG,"스프, 크림 스프, 가루, 끓인것",조리가공품류,30,92.49,0.72,0.97,4.7,0,0.2,8,0.2,1,19,56,238,0.26,0.103,0.154,0
R0028690ZZ0AVG,돼지고기 볶음,조리가공품류,175,67.1,11.5,10.3,9.1,0,1.5,22,8,0,103,284,526,0,0,0,0
R0002630ZZ0AVG,"옥수수 샐러드, 콘샐러드",곡류 및 그 제품,104,73,3.2,0.2,22.4,0,0,1,0.6,0,61,209,330,0,0,0,0
R0027720ZZ0AVG,바비큐 소스,조미료류,143,61.3,1.38,0.54,33.08,25.97,0,20,0.38,16,26,265,1568,0.19,0.064,0.223,6.59
R0008240ZZ0AVG,"배추, 노랑봄배추(하우스), 염절임",채소류,15,93.9,1,0,3.4,0,0,28,2.5,0,26,130,530,0,0,0,0
R0024090ZZ0AVG,"새우, 꽃새우, 찐것",어패류 및 기타 수산물,119,71.56,22.78,1.7,1.52,0,0,91,0.32,37,306,170,947,1.63,0.258,0.049,49.5
R0022460ZZ0AVG,"가리비, 통조림",어패류 및 기타 수산물,112,71.8,21.6,0.3,4.4,0,0,45,1.4,0,112,250,500,0,0,0,0
R0013510ZZ0AVG,"복숭아, 백도, 고형물, 통조림",과실류,68,82.9,0.38,0.05,16.51,14.77,3.1,9,0.11,5,7,54,2,0.31,0.016,0.015,0.54
R0019790ZZ0AVG,"명태, 구운것",어패류 및 기타 수산물,111,73.65,23.48,1.18,0,0,0,72,0.556,81,267,430,419,0.57,0.06,0.018,44.1
R0009300ZZ0AVG,"숙주나물, 데친것",채소류,12,95.9,2.2,0.2,1.4,0,0,12,0.9,0,39,160,5,0,0,0,0
R0014890ZZ0AVG,포도 주스,과실류,47,86.7,0.24,0,12.92,10.87,0,9,0.13,6,16,51,5,0.06,0.009,0.086,0.02
R0013780ZZ0AVG,"사과, 잼",과실류,267,33.3,0.2,0.1,66.2,0,0,4,1.4,0,8,37,10,0,0,0,0
R0006660ZZ0AVG,"김치, 오이 소박이",채소류,37,89.8,1.76,0.37,6.66,3.17,3.1,29,0.57,22,40,283,302,0.29,0.065,0.165,4.83
R0028760ZZ0AVG,"라면, 조리후",조리가공품류,101,76.3,2.2,2,18.5,0,0,48,0.2,0,26,70,388,0,0,0,0
R0025340ZZ0AVG,"톳, 생것",해조류,14,88.1,1.9,0.4,4,0,0,157,3.9,0,32,0,0,0,0,0,0
R0019260ZZ0AVG,"돔, 강담돔, 생것",어패류 및 기타 수산물,93,78.5,18.9,1.4,0,0,0,35,0.7,0,178,0,0,0,0,0,0
R0011020ZZ0AVG,"케일, 로얄채, 생것",채소류,49,84.6,2.7,0.3,11.1,0,0,152,3.9,0,52,572,11,0,0,0,0
R0020050ZZ0AVG,"민태, 생것",어패류 및 기타 수산물,87,81.1,15.2,2.5,0,0,0,8,2.6,0,159,0,0,0,0,0,0
R0028220ZZ0AVG,"청국장, 찌개용",조미료류,136,64,10.93,5.88,10.42,1.55,7.3,81,1.75,59,184,460,3083,1.11,0.256,0.685,44.21
R0006710ZZ0AVG,"김치, 얼갈이배추 김치",채소류,30,91,1.88,0.58,4.37,1.15,3.3,125,0.39,34,53,201,581,0.71,0.037,0.152,3.5
R0021600ZZ0AVG,"장문볼락, 생것",어패류 및 기타 수산물,87,80.8,15.7,2.1,0.2,0,0,30,0.3,0,181,114,111,0,0,0,0
R0020240ZZ0AVG,"베로치, 생것",어패류 및 기타 수산물,87,78.8,19.5,0.4,0,0,0,81,0.9,0,216,0,0,0,0,0,0
R0026900ZZ0AVG,레모네이드,음료류,38,90.4,0,0,9.56,8.71,0,0,0,0,1,12,1,0,0,0.002,0.22
R0005540ZZ0AVG,"피스타치오넛, 말린것",견과류 및 종실류,560,4.37,20.16,45.32,27.17,7.66,10.6,105,3.92,121,490,1025,1,2.2,1.3,1.2,7
R0007000ZZ0AVG,당근 주스,채소류,38,89,0.44,0.09,10.03,6.87,2.1,11,0.09,7,16,193,42,0.11,0.035,0.021,1.46
R0031240ZZ0AVG,"포도, 흑구슬, 생것",과실류,62,83,0.27,0.6,15.68,14.64,2.9,4,0.13,5,24,206,1,0.09,0.069,0.047,0.15
R0016440ZZ0AVG,"소고기, 미국산, 갈비, 구운것(오븐)",육류,400,43.4,22.57,33.7,0,0,0,11,2.17,20,175,304,65,5.39,0.083,0.013,28.4
R0014840ZZ0AVG,"포도, 청포도(힘로드시드레스), 생것",과실류,47,86.8,0.41,0.03,12.63,7.94,0.6,4,0.07,5,11,79,0,0.05,0.056,0.027,0.79
R0000810ZZ0AVG,"멥쌀밥, 현미",곡류 및 그 제품,167,58.5,3.3,0.2,37.3,0,0,3,0.9,0,143,118,2,0,0,0,0
R0010550ZZ0AVG,"적하수오잎, 잎, 생것",채소류,35,88.2,2.1,0.3,7.6,0,0,204,1.6,0,72,673,14,0,0,0,0
